"","scrubbed_species_binomial","verbatim_family","verbatim_scientific_name","family_matched","name_matched","name_matched_author","higher_plant_group","scrubbed_taxonomic_status","scrubbed_family","scrubbed_author","native_status","native_status_reason","native_status_sources","is_introduced","native_status_country","native_status_state_province","native_status_county_parish","country","state_province","county","locality","latitude","longitude","date_collected","datasource","dataset","dataowner","custodial_institution_codes","collection_code","datasource_id","catalog_number","recorded_by","record_number","date_collected","identified_by","date_identified","identification_remarks","is_cultivated_observation","is_cultivated_in_region","is_location_cultivated","is_new_world","observation_type"
"959","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Pierce",NA,44.808514,-92.284561,2004-03-26,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"9",2004-03-26,NA,NA,NA,0,0,NA,1,"plot"
"960","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Pennsylvania","Bradford",NA,41.67615,-76.69607,2008-02-07,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"1",2008-02-07,NA,NA,NA,0,0,NA,1,"plot"
"961","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Massachusetts","Middlesex","Beaver Brook Reservation, upper part",42.392842,-71.197343,1920-07-29,"GBIF","KU","KU","KU","KANU",3580,"684009781","Nathaniel T Kidder",NA,1920-07-29,"Nathaniel T Kidder",NA,NA,0,0,NA,1,"specimen"
"962","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Vernon",NA,43.45261,-91.076079,2004-02-11,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"14",2004-02-11,NA,NA,NA,0,0,NA,1,"plot"
"963","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Houston",NA,43.65,-91.32,1990-03-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"1",1990-03-01,NA,NA,NA,0,0,NA,1,"plot"
"964","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Kanabec",NA,45.84,-93.36,1988-01-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"2",1988-01-01,NA,NA,NA,0,0,NA,1,"plot"
"965","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","North Carolina","Swain","Nantahala NF - Little Tennessee River",35.32206756,-83.518016568,2000-07-11,"CVS","Carolina Vegetation Survey","Robert Peet",NA,NA,48,NA,NA,NA,2000-07-11,"Robert Peet",2008-10-01,NA,0,0,NA,1,"plot"
"966","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Arkansas","Carroll",NA,36.272773,-93.566924,2004-11-18,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"6",2004-11-18,NA,NA,NA,0,0,NA,1,"plot"
"967","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Vernon",NA,43.557134,-90.483186,2005-07-14,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"14",2005-07-14,NA,NA,NA,0,0,NA,1,"plot"
"968","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","West Virginia","Raleigh",NA,37.772263,-81.333049,2009-08-20,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"4",2009-08-20,NA,NA,NA,0,0,NA,1,"plot"
"969","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Virginia","Rockingham",NA,38.67,-78.92,1976-11-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"1",1976-11-01,NA,NA,NA,0,0,NA,1,"plot"
"970","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Maryland","Allegany",NA,39.52787,-78.52751,1985-09-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"40013",1985-09-01,NA,NA,NA,0,0,NA,1,"plot"
"971","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Maryland","Allegany",NA,39.69453,-78.49974,1985-09-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"10024",1985-09-01,NA,NA,NA,0,0,NA,1,"plot"
"972","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin",NA,NA,45.058257,-92.206076,2009-04-28,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"2",2009-04-28,NA,NA,NA,0,0,NA,1,"plot"
"973","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Pennsylvania","Wayne",NA,41.733549,-75.370247,2009-07-09,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"4",2009-07-09,NA,NA,NA,0,0,NA,1,"plot"
"974","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Alabama","Madison",NA,34.71176,-86.386097,2009-09-10,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"8",2009-09-10,NA,NA,NA,0,0,NA,1,"plot"
"975","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin",NA,NA,45.093768,-92.265236,2007-08-03,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",2007-08-03,NA,NA,NA,0,0,NA,1,"plot"
"976","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Maryland","Montgomery","Rock Creek and Parkway, north Chevy Chase Rock Creek Park and Vicinity",38.9711,-77.0767,1948-02-29,"GBIF","US","US","US","Botany",3271,"1318117087","L. B. Smith, C. Smith & C. C. Smith","4381",1948-02-29,NA,NA,NA,0,0,NA,1,"specimen"
"977","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Olmsted",NA,43.92,-92.55,1990-04-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",1990-04-01,NA,NA,NA,0,0,NA,1,"plot"
"978","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Dodge",NA,44.06,-92.71,1990-01-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"2",1990-01-01,NA,NA,NA,0,0,NA,1,"plot"
"979","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Dunn",NA,45.176176,-92.071339,2002-04-16,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",2002-04-16,NA,NA,NA,0,0,NA,1,"plot"
"980","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Virginia","Pulaski",NA,36.931276,-80.685822,2004-08-31,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"14",2004-08-31,NA,NA,NA,0,0,NA,1,"plot"
"981","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","North Carolina","Transylvania","Gorges SP - Panther Gap",35.075304157,-82.940622035,2000-07-10,"CVS","Carolina Vegetation Survey","Robert Peet",NA,NA,48,NA,NA,NA,2000-07-10,"Robert Peet",2008-10-01,NA,0,0,NA,1,"plot"
"982","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","N","Native to region, as per checklist","vascan",0,"N","N",NA,"Canada","Ontario","Bruce","Bruce Peninsula, Sauble River, near mouth.; habitat: River bank.",44.6619685,-81.2815332,1934-08-01,"TRT","Royal Ontario Museum","Royal Ontario Museum","Royal Ontario Museum","TRT",NA,"033136","Cain, R.F.",NA,1934-08-01,"Krotkov, P.V.",NA,NA,0,0,NA,1,"specimen"
"983","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Carver",NA,44.66,-93.75,1990-02-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"2",1990-02-01,NA,NA,NA,0,0,NA,1,"plot"
"984","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","South Carolina","Pickens","Wadakoe Mountain; high quality cove flora; 2 glade ferns",34.98097081,-82.84293959,2002-05-10,"CVS","Carolina Vegetation Survey","Robert Peet",NA,NA,48,NA,NA,NA,2002-05-10,"Robert Peet",2008-10-01,NA,0,0,NA,1,"plot"
"985","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Virginia","Surry",NA,37.041386,-76.911571,2000-05-17,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",2000-05-17,NA,NA,NA,0,0,NA,1,"plot"
"986","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Missouri","Phelps",NA,37.964423,-92.009043,2008-06-24,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"9",2008-06-24,NA,NA,NA,0,0,NA,1,"plot"
"987","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","North Carolina","Madison","Nantahala NF - White Oak Flats",36,-82.7,1998-07-10,"CVS","Carolina Vegetation Survey","Robert Peet",NA,NA,48,NA,NA,NA,1998-07-10,"Robert Peet",2008-10-01,NA,0,0,NA,1,"plot"
"988","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","West Virginia","Putnam",NA,38.473134,-81.801716,2011-10-29,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"5",2011-10-29,NA,NA,NA,0,0,NA,1,"plot"
"989","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Pennsylvania","Franklin",NA,39.95275,-77.89479,2006-06-16,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"10",2006-06-16,NA,NA,NA,0,0,NA,1,"plot"
"990","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Dunn",NA,45.155842,-92.148609,2004-04-27,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"1",2004-04-27,NA,NA,NA,0,0,NA,1,"plot"
"991","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Connecticut","Hartford","Farmington",41.72777,-72.84083,1899-05-01,"GBIF","UConn","UConn","UConn","CONN",1754,"415897874","H.S. Clark",NA,1899-05-01,NA,NA,NA,0,0,NA,1,"specimen"
"992","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Crawford",NA,43.045871,-91.074996,2001-09-12,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"5",2001-09-12,NA,NA,NA,0,0,NA,1,"plot"
"993","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Missouri","Cooper",NA,38.9,-92.57,1989-02-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",1989-02-01,NA,NA,NA,0,0,NA,1,"plot"
"994","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Alabama","Colbert",NA,34.575731,-87.563784,1997-07-29,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"2",1997-07-29,NA,NA,NA,0,0,NA,1,"plot"
"995","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Monroe",NA,43.854474,-90.403489,2003-12-23,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"10",2003-12-23,NA,NA,NA,0,0,NA,1,"plot"
"996","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","North Carolina","Forsyth",NA,36.074615,-80.044633,2006-04-19,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"4",2006-04-19,NA,NA,NA,0,0,NA,1,"plot"
"997","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Pennsylvania","Erie",NA,41.981254,-79.777017,2009-04-15,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"7",2009-04-15,NA,NA,NA,0,0,NA,1,"plot"
"998","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","North Carolina","Swain","Nantahala NF - Little Tennessee River",35.327458338,-83.524221546,1997-07-18,"CVS","Carolina Vegetation Survey","Robert Peet",NA,NA,48,NA,NA,NA,1997-07-18,"Robert Peet",2008-10-01,NA,0,0,NA,1,"plot"
